Record Type,Make,Body Type,Vehicle Category
VEH,GMC,MCC,Single Unit Long-haul Truck
VEH,KIOTI,TRAC,Passenger Car
VEH,TRIUP,MCY,Motorcycle
VEH,TRIIU,MCY,Motorcycle
VEH,TRIUM,PICK,Passenger Truck
VEH,LAZER,MOPD,Light Commercial Truck
VEH,CEDAR,RBM,Single Unit Short-haul Truck
VEH,TRIPO,MCY,Motorcycle
VEH,PI/BA,P/SH,Motor Home
VEH,TELED,SWT,Single Unit Long-haul Truck
VEH,FORD,RPLC,Light Commercial Truck
VEH,MODEL,RPLC,Light Commercial Truck
VEH,TORE,PICK,Passenger Truck
VEH,TRIUM,SEDN,Single Unit Long-haul Truck
VEH,COBRA,2DSD,Other Buses
VEH,ASSE,MCY,Motorcycle
VEH,COLEM,SN/P,Other Buses
VEH,ZUZUK,MCY,Motorcycle
VEH,YANMA,EMVR,Passenger Car
VEH,GLMC,PICK,Passenger Truck
VEH,PANTE,2DSD,Other Buses
VEH,DE/PA,2DSD,Other Buses
VEH,PNTRA,2DSD,Other Buses
VEH,DE/TO,2DSD,Other Buses
VEH,PANTH,2DSD,Other Buses
VEH,DETO,2DSD,Other Buses
VEH,DETON,2DSD,Other Buses
VEH,MIDS,H/WH,Motor Home
VEH,TRI,2DSD,Other Buses
VEH,ISUZU,H/WH,Motor Home
VEH,TOYO,2DSD,Other Buses
VEH,TDX,2DSD,Other Buses
VEH,MGSPR,CONV,Light Commercial Truck
VEH,MGTA,CONV,Light Commercial Truck
VEH,MG,SUBN,Combination Short-haul Truck
VEH,TRIUM,4DSD,Combination Long-haul Truck
VEH,JOHND,SWT,Single Unit Long-haul Truck
VEH,SWEEP,UTIL,Transit Bus
VEH,TARO,MCY,Motorcycle
VEH,DAIHA,SUBN,Combination Short-haul Truck
VEH,DAIHA,PICK,Passenger Truck
VEH,DAIH,PICK,Passenger Truck
VEH,DIAHA,PICK,Passenger Truck
VEH,DAIHA,DUMP,School Bus
VEH,APACH,FLAT,Combination Short-haul Truck
VEH,SU/BE,MCY,Motorcycle
VEH,KI/MI,CONV,Light Commercial Truck
VEH,ELGIN,2DSD,Other Buses
VEH,GALIO,TANK,Other Buses
VEH,LOT,2DSD,Other Buses
VEH,BENTL,CONV,Light Commercial Truck
VEH,AWG,RBM,Single Unit Short-haul Truck
VEH,MOFFE,T/CR,Single Unit Short-haul Truck
VEH,INNOC,CONV,Light Commercial Truck
VEH,CHALL,P/SH,Motor Home
VEH,COMMA,H/WH,Motor Home
VEH,DSOTO,4DSD,Combination Long-haul Truck
VEH,DAIH,VAN,Motor Home
VEH,SPEEZ,2DSD,Other Buses
VEH,MAZD,2DSD,Other Buses
VEH,DAIHA,VAN,Motor Home
VEH,DESTP,4DSD,Combination Long-haul Truck
VEH,GRAHM,PICK,Passenger Truck
VEH,FMC,H/WH,Motor Home
VEH,DIAH,4DSD,Combination Long-haul Truck
VEH,DAIHA,2DSD,Other Buses
VEH,HYSTE,TR/C,Refuse Truck
VEH,HYSTE,T/CR,Single Unit Short-haul Truck
VEH,SPECI,VAN,Motor Home
VEH,REDCA,MCY,Motorcycle
VEH,HOMEM,2DSD,Other Buses
VEH,HODB,2DSD,Other Buses
VEH,HOMEN,CONV,Light Commercial Truck
VEH,DAIX,ATV,Refuse Truck
VEH,VECTR,MCY,Motorcycle
VEH,SSR,ATV,Refuse Truck
VEH,THUMP,ATV,Refuse Truck
VEH,DORAD,MCY,Motorcycle
VEH,THUM,ATV,Refuse Truck
VEH,SERVE,MCY,Motorcycle
VEH,SPCON,TRAC,Passenger Car
VEH,SP/CO,CONV,Light Commercial Truck
VEH,CCCS,MCY,Motorcycle
VEH,SP/CO,2DSD,Other Buses
VEH,SANY,EMVR,Passenger Car
VEH,KIT,CONV,Light Commercial Truck
VEH,TOYT,2DSD,Other Buses
VEH,HUPM,2DSD,Other Buses
VEH,CUSTO,SUBN,Combination Short-haul Truck
VEH,SP/CO,CUST,School Bus
VEH,CUSTO,PICK,Passenger Truck
VEH,RED,MCY,Motorcycle
VEH,SPCON,MCY,Motorcycle
VEH,OCSO,MCY,Motorcycle
VEH,FSO,4DSD,Combination Long-haul Truck
VEH,ROOTS,2DSD,Other Buses
VEH,RILEY,2DSD,Other Buses
VEH,CRYSL,2DSD,Other Buses
VEH,SKID,P/SH,Motor Home
VEH,MAZD,VAN,Motor Home
VEH,RI/RO,4DSD,Combination Long-haul Truck
VEH,RA/RO,4DSD,Combination Long-haul Truck
VEH,GENER,MCY,Motorcycle
VEH,DATSO,2DSD,Other Buses
VEH,DATSO,CONV,Light Commercial Truck
VEH,EAGER,RBM,Single Unit Short-haul Truck
VEH,ROLLS,SEDN,Single Unit Long-haul Truck
VEH,RO/RY,4DSD,Combination Long-haul Truck
VEH,RO/RA,4DSD,Combination Long-haul Truck
VEH,ROLSR,4DSD,Combination Long-haul Truck
VEH,ROROY,4DSD,Combination Long-haul Truck
VEH,SUFO,2DSD,Other Buses
VEH,SPCN,2DSD,Other Buses
VEH,SPCNS,2DSD,Other Buses
VEH,SPRF,CONV,Light Commercial Truck
VEH,DAT,2DSD,Other Buses
VEH,DATS,CONV,Light Commercial Truck
VEH,PUMA,2DSD,Other Buses
VEH,COBR,2DSD,Other Buses
VEH,AVAN,EMVR,Passenger Car
VEH,HARTH,UTIL,Transit Bus
VEH,JO/DE,????,Motorcycle
VEH,FO/TS,RBM,Single Unit Short-haul Truck
VEH,TRAFO,????,Motorcycle
VEH,WAUSA,UTIL,Transit Bus
VEH,BEUTH,R/RD,Passenger Truck
VEH,AVANT,EMVR,Passenger Car
VEH,GRADD,RBM,Single Unit Short-haul Truck
VEH,MUZ,MCY,Motorcycle
VEH,PROO,MCY,Motorcycle
VEH,PETTI,TR/C,Refuse Truck
VEH,WALDO,P/SH,Motor Home
VEH,TRUI,MCY,Motorcycle
VEH,,MCY,Motorcycle
VEH,TRIUN,MCY,Motorcycle
VEH,TRUMP,MCY,Motorcycle
VEH,BONNI,MCY,Motorcycle
VEH,TRIMP,MCY,Motorcycle
VEH,TRUIU,MCY,Motorcycle
VEH,TRIV,MCY,Motorcycle
VEH,TR/MO,MCY,Motorcycle
VEH,TRUMA,MCY,Motorcycle
VEH,SPEED,2DSD,Other Buses
VEH,SW/MA,RD/S,School Bus
VEH,FERMA,TRAC,Passenger Car
VEH,FERME,TRAC,Passenger Car
VEH,FERME,P/SH,Motor Home
VEH,LOLA,2DSD,Other Buses
VEH,HONDA,????,Motorcycle
VEH,SAMSU,EMVR,Passenger Car
VEH,JCB,SWT,Single Unit Long-haul Truck
VEH,JCB,TR/C,Refuse Truck
VEH,JCP,P/SH,Motor Home
VEH,JCB,UTIL,Transit Bus
VEH,MUSTA,SWT,Single Unit Long-haul Truck
VEH,BENTL,4DSD,Combination Long-haul Truck
VEH,RO/RO,SUBN,Combination Short-haul Truck
VEH,ROLLS,SUBN,Combination Short-haul Truck
VEH,RECON,CONV,Light Commercial Truck
VEH,RECON,TRAC,Passenger Car
VEH,SKAM,H/WH,Motor Home
VEH,BEDFO,PICK,Passenger Truck
VEH,BENTL,SUBN,Combination Short-haul Truck
VEH,BENTL,2DSD,Other Buses
VEH,RECO,2DSD,Other Buses
VEH,RO/RO,2DSD,Other Buses
VEH,MA/FE,????,Motorcycle
VEH,MASFE,P/SH,Motor Home
VEH,LA/VE,MCY,Motorcycle
VEH,SHELB,SEDN,Single Unit Long-haul Truck
VEH,ALEX,BUS,Passenger Car
VEH,AL/DE,BUS,Passenger Car
VEH,ALEXA,BUS,Passenger Car
VEH,ALDE,BUS,Passenger Car
VEH,WESTF,CONV,Light Commercial Truck
VEH,LAFFE,2DSD,Other Buses
VEH,AS/MA,SUBN,Combination Short-haul Truck
VEH,ASTO,SUBN,Combination Short-haul Truck
VEH,ASTON,SUBN,Combination Short-haul Truck
VEH,AS/MA,4DSD,Combination Long-haul Truck
VEH,ARIEL,MCY,Motorcycle
VEH,CATER,CONV,Light Commercial Truck
VEH,CATE,CONV,Light Commercial Truck
VEH,INEOS,SUBN,Combination Short-haul Truck
VEH,TAYLO,SWT,Single Unit Long-haul Truck
VEH,TAYLO,T/CR,Single Unit Short-haul Truck
VEH,TAYLO,RBM,Single Unit Short-haul Truck
VEH,ROYRO,SEDN,Single Unit Long-haul Truck
VEH,LONDO,4DSD,Combination Long-haul Truck
VEH,AUST,SUBN,Combination Short-haul Truck
VEH,CARBO,4DSD,Combination Long-haul Truck
VEH,LONDU,4DSD,Combination Long-haul Truck
VEH,LNDN,4DSD,Combination Long-haul Truck
VEH,SCORP,MOPD,Light Commercial Truck
VEH,ASPT,CONV,Light Commercial Truck
VEH,AS/MA,CONV,Light Commercial Truck
VEH,ASTON,4DSD,Combination Long-haul Truck
VEH,MARTI,CONV,Light Commercial Truck
VEH,DELOR,2DSD,Other Buses
VEH,DMC,2DSD,Other Buses
VEH,DELO,2DSD,Other Buses
VEH,DE/LO,2DSD,Other Buses
VEH,DELRN,2DSD,Other Buses
VEH,DEL,2DSD,Other Buses
VEH,DLN,2DSD,Other Buses
VEH,DE/LO,SEDN,Single Unit Long-haul Truck
VEH,BERR,2DSD,Other Buses
VEH,BENTL,SEDN,Single Unit Long-haul Truck
VEH,BENTY,4DSD,Combination Long-haul Truck
VEH,BENT,2DSD,Other Buses
VEH,ROLLS,2DSD,Other Buses
VEH,INTNL,PICK,Passenger Truck
VEH,BENT,SEDN,Single Unit Long-haul Truck
VEH,MCLAR,2DSD,Other Buses
VEH,MOLAR,2DSD,Other Buses
VEH,MCLAR,CONV,Light Commercial Truck
VEH,MC/AU,CONV,Light Commercial Truck
VEH,MCLA,CONV,Light Commercial Truck
VEH,MCCLA,2DSD,Other Buses
VEH,MCLA,2DSD,Other Buses
VEH,MORG,CONV,Light Commercial Truck
VEH,MORGA,MCY,Motorcycle
VEH,MRGW,MCY,Motorcycle
VEH,MORGE,MCY,Motorcycle
VEH,PANTH,CONV,Light Commercial Truck
VEH,ARC,MCY,Motorcycle
VEH,AUTOK,CONV,Light Commercial Truck
VEH,AUTOC,CONV,Light Commercial Truck
VEH,MADZA,2DSD,Other Buses
VEH,CLINT,MOPD,Light Commercial Truck
VEH,CA/RA,MCY,Motorcycle
VEH,STERL,4DSD,Combination Long-haul Truck
VEH,RANGE,2DSD,Other Buses
VEH,ROVR,2DSD,Other Buses
VEH,MI/RO,2DSD,Other Buses
VEH,VELAR,SUBN,Combination Short-haul Truck
VEH,RA/RO,SUBN,Combination Short-haul Truck
VEH,LANRO,SUBN,Combination Short-haul Truck
VEH,LA/EO,4DSD,Combination Long-haul Truck
VEH,LD/RO,SUBN,Combination Short-haul Truck
VEH,LA/RO,LIM,Combination Long-haul Truck
VEH,LA/RO,VAN,Motor Home
VEH,LNDR,2DSD,Other Buses
VEH,LN/RO,SUBN,Combination Short-haul Truck
VEH,LR/RO,SUBN,Combination Short-haul Truck
VEH,LD/RV,SUBN,Combination Short-haul Truck
VEH,LD/RV,2DSD,Other Buses
VEH,LA/RD,2DSD,Other Buses
VEH,LAN,W/SR,Transit Bus
VEH,LNDR,PICK,Passenger Truck
VEH,LA/LO,SUBN,Combination Short-haul Truck
VEH,LAN,SUBN,Combination Short-haul Truck
VEH,LAND,4DSD,Combination Long-haul Truck
VEH,LO/RO,SUBN,Combination Short-haul Truck
VEH,LARO,2DSD,Other Buses
VEH,LARO,SUBN,Combination Short-haul Truck
VEH,LA/RA,4DSD,Combination Long-haul Truck
VEH,DEFEN,2DSD,Other Buses
VEH,LDRV,SUBN,Combination Short-haul Truck
VEH,DEFEN,SUBN,Combination Short-haul Truck
VEH,DEFEN,4DSD,Combination Long-haul Truck
VEH,JAGUE,4DSD,Combination Long-haul Truck
VEH,JAGUA,SUBN,Combination Short-haul Truck
VEH,JACUA,4DSD,Combination Long-haul Truck
VEH,JACG,4DSD,Combination Long-haul Truck
VEH,JAGAU,4DSD,Combination Long-haul Truck
VEH,JAGUR,4DSD,Combination Long-haul Truck
VEH,JAUGA,4DSD,Combination Long-haul Truck
VEH,RECON,4DSD,Combination Long-haul Truck
VEH,FL/WI,MCY,Motorcycle
VEH,FLYWI,MCY,Motorcycle
VEH,FLYW,MCY,Motorcycle
VEH,FLWI,MCY,Motorcycle
VEH,TALAL,MOPD,Light Commercial Truck
VEH,RECON,DUMP,School Bus
VEH,SNOGO,SN/P,Other Buses
VEH,TRAVC,H/WH,Motor Home
VEH,YAMHA,MCY,Motorcycle
VEH,HANBI,MCY,Motorcycle
VEH,HANIB,MCY,Motorcycle
VEH,FLUX,MOPD,Light Commercial Truck
VEH,ENGTI,MCY,Motorcycle
VEH,OTHER,MOPD,Light Commercial Truck
VEH,JIAJ,MOPD,Light Commercial Truck
VEH,ENG,MCY,Motorcycle
VEH,EMGTI,MCY,Motorcycle
VEH,ENGTI,MOPD,Light Commercial Truck
VEH,ENGTA,MOPD,Light Commercial Truck
VEH,ENGT,MCY,Motorcycle
VEH,ENGTA,MCY,Motorcycle
VEH,ENTIA,MCY,Motorcycle
VEH,SUPER,H/WH,Motor Home
VEH,FLUX,MCY,Motorcycle
VEH,ETRIK,MCY,Motorcycle
VEH,EAHOR,MCY,Motorcycle
VEH,SPEED,CONV,Light Commercial Truck
VEH,HUP,4DSD,Combination Long-haul Truck
VEH,STUDE,STAK,Combination Long-haul Truck
VEH,STUDE,LOCO,Combination Long-haul Truck
VEH,ST/RO,2DSD,Other Buses
VEH,STST,DUMP,School Bus
VEH,STUDE,TOW,Transit Bus
VEH,HITAC,RBM,Single Unit Short-haul Truck
VEH,HITAC,SWT,Single Unit Long-haul Truck
VEH,BLAW,RBM,Single Unit Short-haul Truck
VEH,ROSSI,2DSD,Other Buses
VEH,CH&E,TRLR,Combination Short-haul Truck
VEH,MOLIN,????,Motorcycle
VEH,PLUMO,2DSD,Other Buses
VEH,VELCO,MCY,Motorcycle
VEH,BO/CA,TRAC,Passenger Car
VEH,RORY,MCY,Motorcycle
VEH,AVAN,2DSD,Other Buses
VEH,PYMOU,2DSD,Other Buses
VEH,KYMCO,MOPD,Light Commercial Truck
VEH,KYMCO,MCY,Motorcycle
VEH,RU/NO,2DSD,Other Buses
VEH,ROADR,CONV,Light Commercial Truck
VEH,PLMO,2DSD,Other Buses
VEH,PLYMT,2DSD,Other Buses
VEH,PLYMI,2DSD,Other Buses
VEH,TRACK,SN/P,Other Buses
VEH,WIIL,SUBN,Combination Short-haul Truck
VEH,REAL,H/WH,Motor Home
VEH,TAILG,MCY,Motorcycle
VEH,DATS,2DSD,Other Buses
VEH,DATSU,SEDN,Single Unit Long-haul Truck
VEH,ETON,ATV,Refuse Truck
VEH,ETON,MOPD,Light Commercial Truck
VEH,ETON,MCY,Motorcycle
VEH,YAMAM,MOPD,Light Commercial Truck
VEH,YAMAY,MOPD,Light Commercial Truck
VEH,YAMA,MOPD,Light Commercial Truck
VEH,YAMHA,MOPD,Light Commercial Truck
VEH,YAMAY,MCY,Motorcycle
VEH,YAHMA,MCY,Motorcycle
VEH,YAHAM,MOPD,Light Commercial Truck
VEH,RSP,MCY,Motorcycle
VEH,PLM,2DSD,Other Buses
VEH,WHIZZ,MOPD,Light Commercial Truck
VEH,WHIZZ,MCY,Motorcycle
VEH,KAWAK,ATV,Refuse Truck
VEH,KOLPI,ATV,Refuse Truck
VEH,EVTTE,MOPD,Light Commercial Truck
VEH,CAMAM,ATV,Refuse Truck
VEH,OIKAR,ATV,Refuse Truck
VEH,POLQR,ATV,Refuse Truck
VEH,ALPHA,ATV,Refuse Truck
VEH,BEAME,MOPD,Light Commercial Truck
VEH,DINLI,ATV,Refuse Truck
VEH,PGO,MCY,Motorcycle
VEH,GENUI,MOPD,Light Commercial Truck
VEH,GE/SC,MOPD,Light Commercial Truck
VEH,GENUI,MCY,Motorcycle
VEH,GE/SC,MCY,Motorcycle
VEH,PGO,MOPD,Light Commercial Truck
VEH,MOTI,MCY,Motorcycle
VEH,ROUGH,MCY,Motorcycle
VEH,GENU,MCY,Motorcycle
VEH,VENTU,MOPD,Light Commercial Truck
VEH,BUDDY,MCY,Motorcycle
VEH,GSCTR,MCY,Motorcycle
VEH,GENA,MCY,Motorcycle
VEH,PGO,MCC,Single Unit Long-haul Truck
VEH,GE/SE,MCY,Motorcycle
VEH,GEN,MCY,Motorcycle
VEH,MO/PO,MCY,Motorcycle
VEH,GENIN,MCY,Motorcycle
VEH,GENPG,MCY,Motorcycle
VEH,CPI,ATV,Refuse Truck
VEH,MZ,MOPD,Light Commercial Truck
VEH,MZ,ATV,Refuse Truck
VEH,CPI,MOPD,Light Commercial Truck
VEH,KASEA,ATV,Refuse Truck
VEH,HERCH,ATV,Refuse Truck
VEH,ADLY,MOPD,Light Commercial Truck
VEH,QLINK,MOPD,Light Commercial Truck
VEH,ADLY,MCY,Motorcycle
VEH,SANYA,ATV,Refuse Truck
VEH,SYM,MCY,Motorcycle
VEH,SYM,MOPD,Light Commercial Truck
VEH,STM,MCY,Motorcycle
VEH,SANYA,MCY,Motorcycle
VEH,SANY,MCY,Motorcycle
VEH,SYN,MCY,Motorcycle
VEH,SANJA,MCY,Motorcycle
VEH,SYMG,MCY,Motorcycle
VEH,LANCE,MCY,Motorcycle
VEH,SA/YG,MCY,Motorcycle
VEH,SYNM,MCY,Motorcycle
VEH,SAN,MCY,Motorcycle
VEH,SANYA,MOPD,Light Commercial Truck
VEH,SANYS,MCY,Motorcycle
VEH,TGB,ATV,Refuse Truck
VEH,BA/BO,ATV,Refuse Truck
VEH,PEIRS,MCY,Motorcycle
VEH,TGB,MCY,Motorcycle
VEH,TGB,MOPD,Light Commercial Truck
VEH,TA/GO,MCY,Motorcycle
VEH,TA/GO,ATV,Refuse Truck
VEH,ARETI,ATV,Refuse Truck
VEH,TRAC,ATV,Refuse Truck
VEH,ALTE,ATV,Refuse Truck
VEH,ARCTC,ATV,Refuse Truck
VEH,AR/CV,ATV,Refuse Truck
VEH,KYMCO,ATV,Refuse Truck
VEH,ARC,ATV,Refuse Truck
VEH,KIMCO,MCY,Motorcycle
VEH,KYMO,ATV,Refuse Truck
VEH,MYMCO,MCY,Motorcycle
VEH,KYMC,MCY,Motorcycle
VEH,REDNI,MCY,Motorcycle
VEH,LO/MA,DUMP,School Bus
VEH,HYSTE,P/SH,Motor Home
VEH,RC,MCY,Motorcycle
VEH,RC/CO,MCY,Motorcycle
VEH,RECR,MCY,Motorcycle
VEH,GVM,S/SP,Combination Short-haul Truck
VEH,VINC,MCY,Motorcycle
VEH,MANTI,T/CR,Single Unit Short-haul Truck
VEH,HONCH,ATV,Refuse Truck
VEH,CELIC,2DSD,Other Buses
VEH,MOFFE,RBM,Single Unit Short-haul Truck
VEH,MOFF,P/SH,Motor Home
VEH,SKYTR,P/SH,Motor Home
VEH,PONTI,HRSE,Passenger Car
VEH,FDORD,2DSD,Other Buses
VEH,ELIGI,RD/S,School Bus
VEH,ELGIN,UTIL,Transit Bus
VEH,MITS,VAN,Motor Home
VEH,MIT,SUBN,Combination Short-haul Truck
VEH,AUSW,????,Motorcycle
VEH,ELGIN,S/SP,Combination Short-haul Truck
VEH,MITS,SUBN,Combination Short-haul Truck
VEH,JAGUE,2DSD,Other Buses
VEH,ELGN,RD/S,School Bus
VEH,JAQUA,4DSD,Combination Long-haul Truck
VEH,YALE,T/CR,Single Unit Short-haul Truck
VEH,PNEUM,P/SH,Motor Home
VEH,PNEUM,SWT,Single Unit Long-haul Truck
VEH,RAMB,2DSD,Other Buses
VEH,KALMA,P/SH,Motor Home
VEH,MATCH,MCY,Motorcycle
VEH,JAGUA,CMIX,Passenger Truck
VEH,UNICA,SWT,Single Unit Long-haul Truck
VEH,EGLIN,RD/S,School Bus
VEH,AUTOT,2DSD,Other Buses
VEH,PR/ST,MCY,Motorcycle
VEH,SHPB,MCY,Motorcycle
VEH,PRO,2DSD,Other Buses
VEH,PLY,CONV,Light Commercial Truck
VEH,DATS,4DSD,Combination Long-haul Truck
VEH,DATS,PICK,Passenger Truck
VEH,DATS,SUBN,Combination Short-haul Truck
VEH,DAT,4DSD,Combination Long-haul Truck
VEH,PLYMT,4DSD,Combination Long-haul Truck
VEH,STEWA,STAK,Combination Long-haul Truck
VEH,NISSA,TR/C,Refuse Truck
VEH,BLWKN,RBM,Single Unit Short-haul Truck
VEH,BL/KX,RBM,Single Unit Short-haul Truck
VEH,AT/MA,2DSD,Other Buses
VEH,PRIN,CONV,Light Commercial Truck
VEH,PUCKE,RBM,Single Unit Short-haul Truck
VEH,PLYM,CUST,School Bus
VEH,MAZAD,FLAT,Combination Short-haul Truck
VEH,PAUC,MCY,Motorcycle
VEH,PAUCH,MCY,Motorcycle
VEH,BURRO,TR/C,Refuse Truck
VEH,FM/GE,DUMP,School Bus
VEH,ONYX,MCY,Motorcycle
VEH,KAIZE,2DSD,Other Buses
VEH,OWATO,TRAC,Passenger Car
VEH,CUSE,P/SH,Motor Home
VEH,CASK,P/SH,Motor Home
VEH,NW/HO,SN/P,Other Buses
VEH,CASEC,P/SH,Motor Home
VEH,CAS,P/SH,Motor Home
VEH,MI/CA,RBM,Single Unit Short-haul Truck
VEH,TRAC,RBM,Single Unit Short-haul Truck
VEH,HYUND,P/SH,Motor Home
VEH,CASEP,P/SH,Motor Home
VEH,DESTR,2DSD,Other Buses
VEH,TRAC,????,Motorcycle
VEH,TR/PA,RBM,Single Unit Short-haul Truck
VEH,CHALL,UTIL,Transit Bus
VEH,STAND,CONV,Light Commercial Truck
VEH,HIAB,P/SH,Motor Home
VEH,CUSTM,2DSD,Other Buses
VEH,DA/GR,2DSD,Other Buses
VEH,CUTSO,2DSD,Other Buses
VEH,LEXS,SUBN,Combination Short-haul Truck
VEH,CUSTM,CONV,Light Commercial Truck
VEH,UNKNO,CONV,Light Commercial Truck
VEH,CUST,CONV,Light Commercial Truck
VEH,ASVE,CUST,School Bus
VEH,ROADS,2DSD,Other Buses
VEH,CUSTM,PICK,Passenger Truck
VEH,CUSTO,HRSE,Passenger Car
VEH,CUSTM,CUST,School Bus
VEH,CUSTM,MCY,Motorcycle
VEH,CLASS,MCY,Motorcycle
VEH,HGGR,MCY,Motorcycle
VEH,SUZU,MCY,Motorcycle
VEH,ROADS,CONV,Light Commercial Truck
VEH,ASV,LIM,Combination Long-haul Truck
VEH,HMAD,MCY,Motorcycle
VEH,NOBLE,2DSD,Other Buses
VEH,CUSTU,MCY,Motorcycle
VEH,CUSTO,DUMP,School Bus
VEH,MAZDA,CONV,Light Commercial Truck
VEH,CUSTO,MCC,Single Unit Long-haul Truck
VEH,CUSTO,RPLC,Light Commercial Truck
VEH,CARF,MCY,Motorcycle
VEH,UD,FLAT,Combination Short-haul Truck
VEH,CUSM,MCY,Motorcycle
VEH,AUTO,TOW,Transit Bus
VEH,GAZZE,2DSD,Other Buses
VEH,CM/VI,2DSD,Other Buses
VEH,HDCUS,MCY,Motorcycle
VEH,MVS,2DSD,Other Buses
VEH,COBRA,CUST,School Bus
VEH,CU/MA,2DSD,Other Buses
VEH,DUKE,2DSD,Other Buses
VEH,DUTCH,CONV,Light Commercial Truck
VEH,HOMEM,PICK,Passenger Truck
VEH,HOME,MCY,Motorcycle
VEH,MI/GI,CONV,Light Commercial Truck
VEH,HOMAD,CONV,Light Commercial Truck
VEH,HOMEM,BOAT,Motorcycle
VEH,NM/WO,RBM,Single Unit Short-haul Truck
VEH,BECK,2DSD,Other Buses
VEH,NHAGR,RBM,Single Unit Short-haul Truck
VEH,NH,UTIL,Transit Bus
VEH,GAREL,MCY,Motorcycle
VEH,GRDAL,RBM,Single Unit Short-haul Truck
VEH,ELGIN,DUMP,School Bus
VEH,FLGIN,RD/S,School Bus
VEH,ELIGN,RD/S,School Bus
VEH,EIGIN,RD/S,School Bus
VEH,ALGI,RD/S,School Bus
VEH,TOY,4DSD,Combination Long-haul Truck
VEH,AM/GN,UTIL,Transit Bus
VEH,AMG,VAN,Motor Home
VEH,AM/GE,TOW,Transit Bus
VEH,BMY,2DSD,Other Buses
VEH,AM/GE,TR/C,Refuse Truck
VEH,AMG,DUMP,School Bus
VEH,AMGN,TRAC,Passenger Car
VEH,TEMSA,BUS,Passenger Car
VEH,TEMS,BUS,Passenger Car
VEH,TEM,BUS,Passenger Car
VEH,AMGEN,H/WH,Motor Home
VEH,JE/TK,TANK,Other Buses
VEH,AMC,FIRE,Light Commercial Truck
VEH,AMC,STAK,Combination Long-haul Truck
VEH,AU/SP,2DSD,Other Buses
VEH,JEE,SUBN,Combination Short-haul Truck
VEH,CASE,EMVR,Passenger Car
VEH,PROWL,S/SP,Combination Short-haul Truck
VEH,ROWCA,S/SP,Combination Short-haul Truck
VEH,ROAD,CONV,Light Commercial Truck
VEH,STEWA,FLAT,Combination Short-haul Truck
VEH,CUAS,MCY,Motorcycle
VEH,RECO,MCY,Motorcycle
VEH,STEWA,UTIL,Transit Bus
VEH,AUG,2DSD,Other Buses
VEH,WHITE,H/WH,Motor Home
VEH,REPL,CONV,Light Commercial Truck
VEH,CASRE,P/SH,Motor Home
VEH,LOADM,P/SH,Motor Home
VEH,ADAMS,????,Motorcycle
VEH,TACK,MCY,Motorcycle
VEH,AM/GE,CONV,Light Commercial Truck
VEH,BIANC,MOPD,Light Commercial Truck
VEH,EUNOS,CONV,Light Commercial Truck
VEH,EUNOS,2DSD,Other Buses
VEH,NAF,2DSD,Other Buses
VEH,CASH,P/SH,Motor Home
VEH,IC,P/SH,Motor Home
VEH,KUBOT,UTIL,Transit Bus
VEH,RAMB,SUBN,Combination Short-haul Truck
VEH,KUBOT,RD/S,School Bus
VEH,BULT,MCY,Motorcycle
VEH,TMA,DELV,Combination Long-haul Truck
VEH,CRANE,TOW,Transit Bus
VEH,DIAMO,TOW,Transit Bus
VEH,KUBOT,TR/E,Transit Bus
VEH,KOBOT,RD/S,School Bus
VEH,KING,H/WH,Motor Home
VEH,AVCO,H/WH,Motor Home
VEH,STUDE,FLAT,Combination Short-haul Truck
VEH,STUDE,UTIL,Transit Bus
VEH,CUWR,DUMP,School Bus
VEH,KI/HI,H/WH,Motor Home
VEH,DODG,H/WH,Motor Home
VEH,REO,VAN,Motor Home
VEH,CU/WR,VAN,Motor Home
VEH,MASSE,UTIL,Transit Bus
VEH,CU/WR,FLAT,Combination Short-haul Truck
VEH,CONTI,FLAT,Combination Short-haul Truck
VEH,CU/WR,DUMP,School Bus
VEH,CURWR,TANK,Other Buses
VEH,UTICA,STAK,Combination Long-haul Truck
VEH,TRAV,H/WH,Motor Home
VEH,SKAMP,H/WH,Motor Home
VEH,HIABM,SWT,Single Unit Long-haul Truck
VEH,INERN,UTIL,Transit Bus
VEH,STUDE,TRAC,Passenger Car
VEH,ARGOS,H/WH,Motor Home
VEH,VECTO,S/SP,Combination Short-haul Truck
VEH,RBR,S/SP,Combination Short-haul Truck
VEH,VORTE,S/SP,Combination Short-haul Truck
VEH,AUTOC,PICK,Passenger Truck
VEH,VECTO,SN/P,Other Buses
VEH,ARGO,H/WH,Motor Home
VEH,SUBN,2DSD,Other Buses
VEH,REO,????,Motorcycle
VEH,STU,PICK,Passenger Truck
VEH,MANC,CONV,Light Commercial Truck
VEH,REPL,2DSD,Other Buses
VEH,MODEL,CONV,Light Commercial Truck
VEH,MODEA,2DSD,Other Buses
VEH,MODLA,CONV,Light Commercial Truck
VEH,MODEL,SEDN,Single Unit Long-haul Truck
VEH,CHAMO,CONV,Light Commercial Truck
VEH,TRACK,TRAC,Passenger Car
VEH,TRUCK,H/TR,Light Commercial Truck
VEH,TRKLS,SN/P,Other Buses
VEH,TR/MT,RBM,Single Unit Short-haul Truck
VEH,TR/OF,SN/P,Other Buses
VEH,TRACK,UTIL,Transit Bus
VEH,TRACK,RBM,Single Unit Short-haul Truck
VEH,TR/MT,TRAC,Passenger Car
