Record Type,Make,Body Type,Vehicle Category
VEH,CASE,RBM,Single Unit Short-haul Truck
VEH,CASE,P/SH,Motor Home
VEH,CHEVR,CONV,Light Commercial Truck
VEH,PIBAK,P/SH,Motor Home
VEH,OSHKO,SN/P,Other Buses
VEH,TIMBE,P/SH,Motor Home
VEH,MG,CONV,Light Commercial Truck
VEH,BOMAG,R/RD,Passenger Truck
VEH,TENNE,RD/S,School Bus
VEH,TIMBE,TR/C,Refuse Truck
VEH,STUDE,2DSD,Other Buses
VEH,WHIPP,2DSD,Other Buses
VEH,VESPA,MCY,Motorcycle
VEH,OLDSM,4DSD,Combination Long-haul Truck
VEH,INTER,TRAC,Passenger Car
VEH,PETER,DUMP,School Bus
VEH,AMIDA,SWT,Single Unit Long-haul Truck
VEH,ME/BE,CONV,Light Commercial Truck
VEH,FORD,DUMP,School Bus
VEH,PICK,PICK,Passenger Truck
VEH,OLDSM,2DSD,Other Buses
VEH,CHEVR,4DSD,Combination Long-haul Truck
VEH,WHIPP,4DSD,Combination Long-haul Truck
VEH,SUZUK,MCY,Motorcycle
VEH,WILLY,2DSD,Other Buses
VEH,SAAB,SEDN,Single Unit Long-haul Truck
VEH,JEEP,2DSD,Other Buses
VEH,STUDE,PICK,Passenger Truck
VEH,PETER,TRAC,Passenger Car
VEH,WILLI,CONV,Light Commercial Truck
VEH,COLUM,MCY,Motorcycle
VEH,GMC,STAK,Combination Long-haul Truck
VEH,FOR,UTIL,Transit Bus
VEH,WILLY,SUBN,Combination Short-haul Truck
VEH,TIMBE,T/CR,Single Unit Short-haul Truck
VEH,REO,CONV,Light Commercial Truck
VEH,BMW,MCY,Motorcycle
VEH,BADGE,UTIL,Transit Bus
VEH,POLAR,ATV,Refuse Truck
VEH,BADGE,EMVR,Passenger Car
VEH,DODGE,SUBN,Combination Short-haul Truck
VEH,TRIU,MCY,Motorcycle
VEH,FORD,TOW,Transit Bus
VEH,FORD,DELV,Combination Long-haul Truck
VEH,KAWAS,RBM,Single Unit Short-haul Truck
VEH,DUCAT,MCY,Motorcycle
VEH,PLYMO,4DSD,Combination Long-haul Truck
VEH,LAMB,MCY,Motorcycle
VEH,INTER,PICK,Passenger Truck
VEH,DAIML,CONV,Light Commercial Truck
VEH,HA/DA,MCY,Motorcycle
VEH,OSHKO,DUMP,School Bus
VEH,PONTI,2DSD,Other Buses
VEH,PONT,2DSD,Other Buses
VEH,PONTI,SEDN,Single Unit Long-haul Truck
VEH,EDSEL,2DSD,Other Buses
VEH,KAISE,UTIL,Transit Bus
VEH,KA/JE,S/SP,Combination Short-haul Truck
VEH,JEEP,DUMP,School Bus
VEH,OVERL,2DSD,Other Buses
VEH,OVERL,4DSD,Combination Long-haul Truck
VEH,DODGE,VAN,Motor Home
VEH,MGA,CONV,Light Commercial Truck
VEH,MO/GU,MCY,Motorcycle
VEH,VOLKS,VAN,Motor Home
VEH,MTC,S/SP,Combination Short-haul Truck
VEH,CUSTO,MCY,Motorcycle
VEH,WILLY,CONV,Light Commercial Truck
VEH,INTL,????,Motorcycle
VEH,FORD,????,Motorcycle
VEH,VOLKS,SUBN,Combination Short-haul Truck
VEH,SAAB,SUBN,Combination Short-haul Truck
VEH,HUDSO,4DSD,Combination Long-haul Truck
VEH,INTER,FLAT,Combination Short-haul Truck
VEH,PUCH,MOPD,Light Commercial Truck
VEH,MANIT,SWT,Single Unit Long-haul Truck
VEH,LA/RO,2DSD,Other Buses
VEH,PUCH,MCY,Motorcycle
VEH,KAISE,PICK,Passenger Truck
VEH,ROLBA,SN/P,Other Buses
VEH,KAISE,DUMP,School Bus
VEH,KAISE,DELV,Combination Long-haul Truck
VEH,KAISE,FLAT,Combination Short-haul Truck
VEH,AM/GE,PICK,Passenger Truck
VEH,KAISE,TRAC,Passenger Car
VEH,KOEH,T/CR,Single Unit Short-haul Truck
VEH,AMGEN,DUMP,School Bus
VEH,AM/GE,STAK,Combination Long-haul Truck
VEH,VOLVO,2DSD,Other Buses
VEH,LG,RBM,Single Unit Short-haul Truck
VEH,ROLLS,4DSD,Combination Long-haul Truck
VEH,JEEP,SUBN,Combination Short-haul Truck
VEH,OSSA,MCY,Motorcycle
VEH,FARMA,SN/P,Other Buses
VEH,SUNBE,CONV,Light Commercial Truck
VEH,LORAI,TR/C,Refuse Truck
VEH,ME/BE,4DSD,Combination Long-haul Truck
VEH,MACK,FIRE,Light Commercial Truck
VEH,CHRYS,PICK,Passenger Truck
VEH,LA/RO,4DSD,Combination Long-haul Truck
VEH,LINCO,2DSD,Other Buses
VEH,MOTOG,MCY,Motorcycle
VEH,MANIT,EMVR,Passenger Car
VEH,FERRA,2DSD,Other Buses
VEH,FRANK,4DSD,Combination Long-haul Truck
VEH,PACER,MCY,Motorcycle
VEH,IMZ,MCY,Motorcycle
VEH,REO,FLAT,Combination Short-haul Truck
VEH,JEEP,VAN,Motor Home
VEH,TRIUM,CONV,Light Commercial Truck
VEH,BUICK,2DSD,Other Buses
VEH,BUICK,4DSD,Combination Long-haul Truck
VEH,MOTO,MCY,Motorcycle
VEH,PLYM,4DSD,Combination Long-haul Truck
VEH,OPEL,2DSD,Other Buses
VEH,MIDLA,RBM,Single Unit Short-haul Truck
VEH,GMC,PICK,Passenger Truck
VEH,BURRO,P/SH,Motor Home
VEH,SUNBM,CONV,Light Commercial Truck
VEH,PI/AM,TR/C,Refuse Truck
VEH,SUN,CONV,Light Commercial Truck
VEH,INTL,PICK,Passenger Truck
VEH,CA/TR,P/SH,Motor Home
VEH,CATOR,P/SH,Motor Home
VEH,PACK,CONV,Light Commercial Truck
VEH,DENPR,MCY,Motorcycle
VEH,JEEP,CONV,Light Commercial Truck
VEH,ZUNDA,MCY,Motorcycle
VEH,LAMO,2DSD,Other Buses
VEH,WILLI,2DSD,Other Buses
VEH,VOLKS,PICK,Passenger Truck
VEH,CHRYS,4DSD,Combination Long-haul Truck
VEH,GUZ,MCY,Motorcycle
VEH,CADIL,4DSD,Combination Long-haul Truck
VEH,CADIL,SEDN,Single Unit Long-haul Truck
VEH,PRINC,SWT,Single Unit Long-haul Truck
VEH,LORAI,T/CR,Single Unit Short-haul Truck
VEH,LORRA,T/CR,Single Unit Short-haul Truck
VEH,BROCK,TRAC,Passenger Car
VEH,HUDSO,SEDN,Single Unit Long-haul Truck
VEH,LANDR,4DSD,Combination Long-haul Truck
VEH,LANDR,SUBN,Combination Short-haul Truck
VEH,PORSC,SEDN,Single Unit Long-haul Truck
VEH,PROSC,2DSD,Other Buses
VEH,MG,2DSD,Other Buses
VEH,DATSN,CONV,Light Commercial Truck
VEH,LAND,2DSD,Other Buses
VEH,PLYMO,CONV,Light Commercial Truck
VEH,ROV,SUBN,Combination Short-haul Truck
VEH,OSHKO,TOW,Transit Bus
VEH,HUDSO,2DSD,Other Buses
VEH,PORSH,2DSD,Other Buses
VEH,GUZZI,MCY,Motorcycle
VEH,MERCU,SEDN,Single Unit Long-haul Truck
VEH,CHRYS,CONV,Light Commercial Truck
VEH,HARNI,TR/C,Refuse Truck
VEH,LANDR,2DSD,Other Buses
VEH,INTER,SN/P,Other Buses
VEH,KMZ,MCY,Motorcycle
VEH,PORCH,2DSD,Other Buses
VEH,PORS,2DSD,Other Buses
VEH,IMPER,4DSD,Combination Long-haul Truck
VEH,CHRYS,2DSD,Other Buses
VEH,CHRVR,4DSD,Combination Long-haul Truck
VEH,GRAHA,4DSD,Combination Long-haul Truck
VEH,CUSHM,MCY,Motorcycle
VEH,IMPER,2DSD,Other Buses
VEH,IMPE,2DSD,Other Buses
VEH,IMPER,CONV,Light Commercial Truck
VEH,GIGI,H/WH,Motor Home
VEH,WILLY,PICK,Passenger Truck
VEH,SWING,RBM,Single Unit Short-haul Truck
VEH,IMPE,4DSD,Combination Long-haul Truck
VEH,BROCK,FIRE,Light Commercial Truck
VEH,PLYM,PICK,Passenger Truck
VEH,JEEP,PICK,Passenger Truck
VEH,SUZUK,MOPD,Light Commercial Truck
VEH,JPOUT,ATV,Refuse Truck
VEH,BROCK,DUMP,School Bus
VEH,FIAT,4DSD,Combination Long-haul Truck
VEH,ROVER,2DSD,Other Buses
VEH,IN/RA,RBM,Single Unit Short-haul Truck
VEH,HUSTL,TRAC,Passenger Car
VEH,LEEBO,RBM,Single Unit Short-haul Truck
VEH,ROSCO,R/RD,Passenger Truck
VEH,SUPER,RD/S,School Bus
VEH,LEEBO,R/RD,Passenger Truck
VEH,VOLK,VAN,Motor Home
VEH,TENNA,P/SH,Motor Home
VEH,LA/RO,PICK,Passenger Truck
VEH,PORSC,CONV,Light Commercial Truck
VEH,PORS,CONV,Light Commercial Truck
VEH,BROCK,FLAT,Combination Short-haul Truck
VEH,SWEEP,RD/S,School Bus
VEH,JO/DE,TRAC,Passenger Car
VEH,HIGHL,BOAT,Motorcycle
VEH,MI/MI,2DSD,Other Buses
VEH,POR,2DSD,Other Buses
VEH,PORCH,CONV,Light Commercial Truck
VEH,PORSH,CONV,Light Commercial Truck
VEH,PARS,2DSD,Other Buses
VEH,CASE,UTIL,Transit Bus
VEH,LAND,SUBN,Combination Short-haul Truck
VEH,PORCS,2DSD,Other Buses
VEH,VOLKS,2DSD,Other Buses
VEH,COMUT,2DSD,Other Buses
VEH,JAGUA,2DSD,Other Buses
VEH,EVA,4DSD,Combination Long-haul Truck
VEH,FLEX,H/WH,Motor Home
VEH,NASH,4DSD,Combination Long-haul Truck
VEH,STUDE,CONV,Light Commercial Truck
VEH,MAULD,RBM,Single Unit Short-haul Truck
VEH,INDIA,MCY,Motorcycle
VEH,WILLY,4DSD,Combination Long-haul Truck
VEH,PRSCH,2DSD,Other Buses
VEH,PORSC,4DSD,Combination Long-haul Truck
VEH,KENWO,TANK,Other Buses
VEH,WARDL,FIRE,Light Commercial Truck
VEH,BROCK,TANK,Other Buses
VEH,LASAL,4DSD,Combination Long-haul Truck
VEH,FLEX,BUS,Passenger Car
VEH,KOMAT,P/SH,Motor Home
VEH,SAAB,4DSD,Combination Long-haul Truck
VEH,INTER,2DSD,Other Buses
VEH,CITRO,4DSD,Combination Long-haul Truck
VEH,PLMOU,4DSD,Combination Long-haul Truck
VEH,RANGE,SUBN,Combination Short-haul Truck
VEH,BROCE,RBM,Single Unit Short-haul Truck
VEH,BA/GR,RBM,Single Unit Short-haul Truck
VEH,GR/MF,TOW,Transit Bus
VEH,TORO,TRAC,Passenger Car
VEH,ME/BE,2DSD,Other Buses
VEH,BOMBA,SN/P,Other Buses
VEH,GEHL,P/SH,Motor Home
VEH,HYPAC,R/RD,Passenger Truck
VEH,PETER,PICK,Passenger Truck
VEH,SHIPM,UTIL,Transit Bus
VEH,KENWO,TRAC,Passenger Car
VEH,BLUEB,H/WH,Motor Home
VEH,BOMAG,RBM,Single Unit Short-haul Truck
VEH,PRINO,SN/P,Other Buses
VEH,PRINO,TRAC,Passenger Car
VEH,OTHER,P/SH,Motor Home
VEH,PRINO,P/SH,Motor Home
VEH,CATER,TRAC,Passenger Car
VEH,CAMOP,TRAC,Passenger Car
VEH,CAMOP,P/SH,Motor Home
VEH,BOMBA,P/SH,Motor Home
VEH,BOMBD,SN/P,Other Buses
VEH,BOMBA,TRAC,Passenger Car
VEH,CITRO,2DSD,Other Buses
VEH,FI/AL,RBM,Single Unit Short-haul Truck
VEH,REX,R/RD,Passenger Truck
VEH,KAWAS,P/SH,Motor Home
VEH,READ,RBM,Single Unit Short-haul Truck
VEH,MERC,CONV,Light Commercial Truck
VEH,LINC,2DSD,Other Buses
VEH,LINCO,CONV,Light Commercial Truck
VEH,LINCO,SEDN,Single Unit Long-haul Truck
VEH,LINCO,4DSD,Combination Long-haul Truck
VEH,CATER,EMVR,Passenger Car
VEH,CHEVR,SUBN,Combination Short-haul Truck
VEH,DECEL,MCY,Motorcycle
VEH,FIATA,P/SH,Motor Home
VEH,AUTOC,DUMP,School Bus
VEH,GALIO,RBM,Single Unit Short-haul Truck
VEH,GALIO,R/RD,Passenger Truck
VEH,REX,RBM,Single Unit Short-haul Truck
VEH,FORD,S/SP,Combination Short-haul Truck
VEH,FORD,TRAC,Passenger Car
VEH,AMC,2DSD,Other Buses
VEH,MORRI,4DSD,Combination Long-haul Truck
VEH,MORRI,2DSD,Other Buses
VEH,CHEVR,STAK,Combination Long-haul Truck
VEH,CHEVR,FIRE,Light Commercial Truck
VEH,LINKB,TR/C,Refuse Truck
VEH,LI/BE,T/CR,Single Unit Short-haul Truck
VEH,LINK,T/CR,Single Unit Short-haul Truck
VEH,LINBE,T/CR,Single Unit Short-haul Truck
VEH,SUZUK,ATV,Refuse Truck
VEH,CHEVY,PICK,Passenger Truck
VEH,NISSA,SWT,Single Unit Long-haul Truck
VEH,CHEVY,2DSD,Other Buses
VEH,CHEV,PICK,Passenger Truck
VEH,MERC,2DSD,Other Buses
VEH,FORD,UTIL,Transit Bus
VEH,HA/HD,MCY,Motorcycle
VEH,MERC,SEDN,Single Unit Long-haul Truck
VEH,SHELB,CONV,Light Commercial Truck
VEH,SHELB,2DSD,Other Buses
VEH,SHEB,2DSD,Other Buses
VEH,YAMAH,MCY,Motorcycle
VEH,VANTA,PICK,Passenger Truck
VEH,LINC,4DSD,Combination Long-haul Truck
VEH,CHEV,SUBN,Combination Short-haul Truck
VEH,CHEV,2DSD,Other Buses
VEH,HADA,MCY,Motorcycle
VEH,MC,MCY,Motorcycle
VEH,HARL,MCY,Motorcycle
VEH,HARLE,MCY,Motorcycle
VEH,HA/DA,????,Motorcycle
VEH,HA/HA,MCY,Motorcycle
VEH,HD,MCY,Motorcycle
VEH,YAMAH,ATV,Refuse Truck
VEH,HONDA,ATV,Refuse Truck
VEH,HONDA,MCY,Motorcycle
VEH,AUSTI,2DSD,Other Buses
VEH,AUTOC,FLAT,Combination Short-haul Truck
VEH,AHEAL,CONV,Light Commercial Truck
VEH,VOLKS,H/WH,Motor Home
VEH,VOLKS,4DSD,Combination Long-haul Truck
VEH,VILKS,4DSD,Combination Long-haul Truck
VEH,VOLKS,SEDN,Single Unit Long-haul Truck
VEH,VW,4DSD,Combination Long-haul Truck
VEH,TOYOT,PICK,Passenger Truck
VEH,MICHI,UTIL,Transit Bus
VEH,FORD,TANK,Other Buses
VEH,FORD,RD/S,School Bus
VEH,JOHNS,RD/S,School Bus
VEH,FORD,EMVR,Passenger Car
VEH,MASFE,RBM,Single Unit Short-haul Truck
VEH,MA/FE,RBM,Single Unit Short-haul Truck
VEH,MASSE,4DSD,Combination Long-haul Truck
VEH,HARLO,SWT,Single Unit Long-haul Truck
